"","Number","Plot","Unique_tree","Date","Observers","Spp","Live","Code","X.Stems","Diameters","DecayClass","Height","Cones.Brown","Cones.Green","MortalityCause1","MortalityCause2","MortalityCause3","MortalityCause4","MortalityCause5","DMR","PerDeadCrown","Easting","Northing","Age","Cored","Comments","Diameters2","Diameters3","Diameters4","Diameters5","Diameters6","Diameters7","Diameters8","Diameters9","Diameters10","Diameters102","BA_cm","BA_m2_per_ha","ENN_dist","ENN_ID","Neighbor_larger","density_2m","BA_2m","SDI_2m","density_4m","BA_4m","SDI_4m","density_6m","BA_6m","SDI_6m","LiveDead","PDC05","Delta_pdc"
"1506",62,"TOI1596120","TOI159612062","7/30/2015","SF,JV","PIMO","Y","",1,"10.4",1.26666666666667,4.03,"0","0","PBR","PTB",NA,NA,NA,4,20,NA,NA,1,"","","10.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,84.9056,0.0849056,0.741933701109541,"TOI159612057",3.55177514792899,6,1394.8979,859.490840244332,10,2293.8014,354.280408944686,14,3614.21065,242.373240097821,"L",10,-10
"1507",65,"TOI1596120","TOI159612065","7/30/2015","SF,JV","PIMO","Y","",1,"10.4",1.26666666666667,4.02,"0","0","IPS","PTB",NA,NA,NA,3,35,NA,NA,1,"","","10.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,84.9056,0.0849056,0.959854914816291,"TOI159612064",1.61094674556213,2,655.26305,377.301120399433,6,2444.77255,337.091136750358,8,3339.04455,203.650592361563,"L",5,-30
"1508",31,"TOI533120","TOI53312031","7/11/2015","JV, EK","JUOS","Y","",1,"10.4",NA,1.13,NA,NA,NA,NA,NA,NA,NA,0,5,NA,NA,1,"","","10.4",11.88,12.24,3.1,NA,NA,NA,NA,NA,NA,84.9056,0.0849056,2.32387009882083,"TOI53312053",0.289940828402367,0,0,NA,4,410.53145,74.3221830999098,9,2790.80845,180.501087566675,"L",10,5
"1509",75,"WHIS25120","WHIS2512075","7/20/2015","EK,JV,SF","PIMO","Y","",1,"10.4",1,3.78,"0","0","PTB","PSF",NA,NA,NA,0,70,NA,NA,1,"","","10.4",7,NA,NA,NA,NA,NA,NA,NA,NA,84.9056,0.0849056,0.673679941919888,"WHIS25120109",0.366956360946745,3,218.6539,169.413381704688,17,3334.93905,531.242485059483,26,5140.53325,363.37904032642,"L",5,-65
"1513",42,"SS452240","SS45224042","9/12/2015","PW,SF","PIMO","Y","",2,"8.5,6",NA,1.81,"0","0",NA,NA,NA,NA,NA,0,0,NA,NA,1,"","","8.5",6,6.7,NA,NA,NA,NA,NA,NA,NA,84.97625,0.08497625,2.03421953779069,"SS45224043",2.32498845265589,0,0,NA,2,262.57465,45.2798406020557,4,728.0247,52.3115614753203,"L",0,0
"1514",11,"SS452360","SS45236011","9/12/2015","PW,SF","JUOS","Y","",2,"7.2,7.6",1.5,1.43,NA,NA,NA,NA,NA,NA,NA,0,10,NA,NA,1,"","","7.2",7.6,19.2,NA,NA,NA,NA,NA,NA,NA,86.036,0.086036,1.93011507731786,"SS45236012",3.36350364963504,1,289.3824,170.762482539093,5,2757.97975,358.19705348164,7,3488.86185,205.460892114216,"L",0,-10
"1515",8,"DES1014240","DES10142408","5/26/2015","JV,PW","PIMO","N","",1,"10.5",1,6.06,NA,NA,NA,NA,NA,NA,NA,0,100,NA,NA,1,"","","10.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,86.54625,0.08654625,0.574045193046778,"DES10142409",1.28444444444444,3,934.482,543.470175384246,6,4669.58485,566.606799156193,8,7322.6046,382.448518174193,"L",75,-25
"1516",38,"FC791120","FC79112038","6/4/2015","SF, JV ","PIMO","Y","",2.8,"10.5",NA,1.74,"","",NA,NA,NA,NA,NA,0,5,NA,NA,1,"","","10.5",15.36,17.6666666666667,11.3,NA,NA,NA,NA,NA,NA,86.54625,0.08654625,1.64821042887748,"FC79112037",2.52961451247166,1,218.92865,136.506686228633,3,415.6261,70.9155624066667,4,1147.83485,75.3839084794263,"L",0,-5
"1520",35,"RAV339360","RAV33936035","5/23/2015","SF,JV","JUOS","Y","",1,"10.5",1.09090909090909,4.31,NA,NA,NA,NA,NA,NA,NA,0,20,NA,NA,1,"","","10.5",14.4,11.3,NA,NA,NA,NA,NA,NA,NA,86.54625,0.08654625,0.801487763824997,"RAV33936034",2.46938775510204,1,213.71625,133.892335886413,2,896.8625,121.343642700895,5,2536.76675,148.867633782969,"L",0,-20
"1521",47,"RAV339360","RAV33936047","5/23/2015","SF,JV","PIMO","Y","",1,"10.5",1.09090909090909,2.61,"0","0","PTB","PNS",NA,NA,NA,0,80,NA,NA,1,"","","10.5",14.4,11.3,NA,NA,NA,NA,NA,NA,NA,86.54625,0.08654625,1.96227038688291,"RAV33936049",3.84907029478458,1,333.1226,191.183706275893,1,333.1226,47.7959265689732,1,333.1226,21.2426340306547,"L",0,-80
"1522",13,"ROB926120","ROB92612013","8/1/2015","SF,EK,JV","PIMO","Y","",1,"10.5",NA,4.19,"0","0","PTB","PSF",NA,NA,NA,0,15,NA,NA,1,"","","10.5",19.8,NA,NA,NA,NA,NA,NA,NA,NA,86.54625,0.08654625,3.1203841306553,"ROB92612016",24.4318367346939,0,0,NA,2,2239.11045,252.865816440435,6,4921.64385,262.676894297724,"L",15,0
"1524",37,"ROB938240","ROB93824037","7/15/2015","SF, JV, EK","PIMO","Y","",1,"10.5",1.58064516129032,4.47,"0","0","PSF","PNS",NA,NA,NA,0,15,NA,NA,1,"","","10.5",8.92083333333333,7.55,5.95,NA,NA,NA,NA,NA,NA,86.54625,0.08654625,1.08190640146037,"ROB93824038",0.962267573696145,4,196.1715,164.364588466858,8,603.39025,116.089113764671,14,4940.947,311.502508056147,"L",5,-10
"1525",86,"ROB938240","ROB93824086","7/15/2015","SF, JV, EK","PIMO","Y","",1,"10.5",1.58064516129032,2.41,"0","0","PTB","PSF",NA,NA,NA,0,80,NA,NA,1,"","","10.5",8.92083333333333,7.55,5.95,NA,NA,NA,NA,NA,NA,86.54625,0.08654625,0.798915348667151,"ROB93824085",2.48018140589569,7,1254.6498,813.827338693619,19,2505.33535,431.66296640052,39,8133.69115,568.93113315314,"L",35,-45
"1526",99,"ROB938240","ROB93824099","7/15/2015","SF, JV, EK","PIMO","N","",1,"10.5",1,4.57,NA,NA,"IPS",NA,NA,NA,NA,0,100,NA,NA,1,"","","10.5",8.92083333333333,7.55,5.95,NA,NA,NA,NA,NA,NA,86.54625,0.08654625,1.33535389759144,"ROB938240118",0.496689342403628,5,2170.6192,1182.26827382206,20,5016.5425,761.253196290784,34,8521.8658,574.830435131273,"D",100,0
"1527",56,"ROB938360","ROB93836056","7/16/2015","SF,EK","JUOS","Y","",1,"10.5",1.76470588235294,2.03,NA,NA,NA,NA,NA,NA,NA,0,30,NA,NA,1,"","","10.5",9.31176470588235,8.95714285714286,12.5,NA,NA,NA,NA,NA,NA,86.54625,0.08654625,3.65181301327091,"ROB93836054",1.94766439909297,0,0,NA,1,168.56305,27.6680089588811,11,3262.29515,212.860972849959,"L",40,10
"1528",139,"ROB938360","ROB938360139","7/16/2015","SF,EK","PIMO","Y","",1,"10.5",1.76470588235294,1.99,"0","0","PTB",NA,NA,NA,NA,0,10,NA,NA,1,"","","10.5",9.31176470588235,8.95714285714286,12.5,NA,NA,NA,NA,NA,NA,86.54625,0.08654625,1.15665922567426,"ROB9383609",0.152471655328798,1,13.19585,14.3288744667941,6,1264.3524,198.579836650114,15,3482.9194,238.509784818905,"L",20,10
"1529",58,"SPR1620360","SPR162036058","7/18/2014","PW,TD,AU","PIMO","Y","",1,"10.5",2.75,2.7,"0","0","PTM","RTB",NA,NA,NA,0,70,NA,NA,1,"","dead top","10.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,86.54625,0.08654625,1.95152317793551,"SPR162036057",1.24163265306122,1,107.45865,77.1138339553106,6,1162.1611,185.593260904214,16,4411.1348,292.000715063,"L",5,-65
"1530",61,"SS256240","SS25624061","8/16/2014","PW,MR,TD,SF,AU","PIMO","Y","",1,"10.5",NA,2,"0","0","PNS",NA,NA,NA,NA,0,0,NA,NA,1,"","","10.5",7.52,4.6,NA,NA,NA,NA,NA,NA,NA,86.54625,0.08654625,2.62764979353142,"SS25624062",4.31056689342404,0,0,NA,3,1322.1441,179.497653190293,3,1322.1441,79.7767347512415,"L",0,0
"1531",15,"TOI1596","TOI159615","7/29/2015","SF,JV","PIMO","Y","",1,"10.5",1.33333333333333,2.23,"0","0","PNS","PSF",NA,NA,NA,0,5,NA,NA,1,"","","10.5",2,NA,NA,NA,NA,NA,NA,NA,NA,86.54625,0.08654625,2.62482468599829,"TOI159613",13.7959183673469,0,0,NA,3,2352.77845,285.053464882908,4,2590.44505,144.863298753861,"L",0,-5
"1532",2,"TOI533120","TOI5331202","7/11/2015","JV, EK","PIMO","Y","",1,"10.5",NA,4.6,"0","0","PTB","PNS","PBR",NA,NA,0,10,NA,NA,1,"","","10.5",11.88,12.24,3.1,NA,NA,NA,NA,NA,NA,86.54625,0.08654625,0.340689010115269,"TOI5331201",8.7728798185941,1,759.25985,370.317650394112,4,2476.88695,314.425426537554,9,5967.6014,332.170316082282,"L",10,0
"1533",20,"TOI533360","TOI53336020","7/9/2015","PW,EK","PIMO","Y","",1,"10.5",NA,2.45,"0","0",NA,NA,NA,NA,NA,0,0,NA,NA,1,"","","10.5",13.4454545454545,12.3,11.1333333333333,20.1,16,12.8,NA,NA,NA,86.54625,0.08654625,2.18718474434502,"TOI53336045",0.183673469387755,0,0,NA,3,722.3727,110.506674013514,6,1983.71855,126.686749881187,"L",0,0
"1535",11,"WHIS25240","WHIS2524011","7/19/2015","SF, EK","JUOS","Y","",1,"10.5",1,2.52,NA,NA,NA,NA,NA,NA,NA,0,30,NA,NA,1,"","","10.5",11.7285714285714,8.16666666666667,NA,NA,NA,NA,NA,NA,NA,86.54625,0.08654625,1.35417739503464,"WHIS25240106",5.44444444444444,2,562.75865,333.92432844096,13,2661.56605,420.414368753874,17,3332.6233,235.976191440701,"L",5,-25
"1537",21,"DES105360","DES10536021","9/19/2014","SF, PW","PIMO","Y","",1,"10.6",1,1.69,"0","0","PMB","PTB",NA,NA,NA,0,10,NA,NA,1,"","","10.6",5.1,NA,NA,NA,NA,NA,NA,NA,NA,88.2026,0.0882026,2.91026743243936,"DES10536060",0.718850124599501,0,0,NA,2,97.59905,20.4637210651056,3,222.22565,19.0700732093994,"L",0,-10
"1538",14,"DES998240","DES99824014","6/9/2015","SF, JV ","JUOS","Y","",2.5,"10.6",NA,2.36,"","",NA,NA,NA,NA,NA,0,25,NA,NA,1,"","","10.6",21.65,21.2,NA,NA,NA,NA,NA,NA,NA,88.2026,0.0882026,2.41071466492221,"DES99824026",0.598433606265575,0,0,NA,1,52.7834,10.8969568109258,6,1796.7394,117.011281752619,"L",15,-10
"1543",9,"RAV358120","RAV3581209","7/8/2015","PW,EK","PIMO","Y","",1,"10.6",1,2.14,"0","0","PNS","PTB","PSF",NA,NA,0,15,NA,NA,1,"","","10.6",24,18.2,NA,NA,NA,NA,NA,NA,NA,88.2026,0.0882026,2.17326777045812,"RAV35812016",0.342114631541474,0,0,NA,2,84.25405,18.1861649976859,2,84.25405,8.08273999897152,"L",0,-15
"1545",16,"ROB938240","ROB93824016","7/15/2015","SF, JV, EK","PIMO","Y","",1,"10.6",1.58064516129032,2.72,"0","0","PNS","PTB",NA,NA,NA,0,10,NA,NA,1,"","","10.6",8.92083333333333,7.55,5.95,NA,NA,NA,NA,NA,NA,88.2026,0.0882026,1.28590132309218,"ROB938240162",0.411534353862585,2,81.64,70.9278289807912,12,3031.99185,459.437179180252,19,4322.97145,297.226662481836,"L",15,5
"1546",35,"ROB938360","ROB93836035","7/16/2015","SF,EK","PIMO","Y","",1,"10.6",1.76470588235294,3.17,"0","0","PTB","PSF",NA,NA,NA,0,20,NA,NA,1,"","","10.6",9.31176470588235,8.95714285714286,12.5,NA,NA,NA,NA,NA,NA,88.2026,0.0882026,0.385357424579617,"ROB93836036",3.07840868636525,4,752.85425,483.64693403947,9,2434.0338,363.907572549095,15,4482.69915,292.049942966055,"L",20,0
"1548",3,"SPR1575240","SPR15752403","8/12/2015","JV, EK, SF","PIMO","Y","",1,"10.6",1,2.57,"0","0","PTB","PSF",NA,NA,NA,1,5,NA,NA,1,"","","10.6",16,20.4,10.4,NA,NA,NA,NA,NA,NA,88.2026,0.0882026,0.605323653929316,"SPR15752402",2.69455322178711,1,237.6666,145.806045506723,2,404.9972,64.1113272318993,6,1342.1145,92.587973679307,"L",0,-5
"1549",20,"SS452","SS45220","8/19/2014","SF, TD, AU","PIMO","Y","",2,"10.6",NA,1.78,"0","0","PNS","PTB",NA,NA,NA,0,10,NA,NA,1,"","","10.6",13.76,8,12.1,NA,NA,NA,NA,NA,NA,88.2026,0.0882026,1.89606113417624,"SS45221",5.31621573513706,1,468.90405,251.539379552036,1,468.90405,62.8848448880091,4,1573.5325,97.0997675716009,"L",0,-10
"1550",1,"SS452240","SS4522401","9/12/2015","PW,SF","PIMO","Y","",1,"10.6",NA,2.67,"0","0","PSF",NA,NA,NA,NA,0,15,NA,NA,1,"","","10.6",12.2166666666667,6.7,NA,NA,NA,NA,NA,NA,NA,88.2026,0.0882026,1.58212269777553,"SS4522402",3.04601281594874,2,691.18465,393.811836642143,6,2363.007,328.013439372348,11,7836.3253,430.049928883503,"L",5,-10
"1551",36,"TOI533","TOI53336","7/10/2015","PW,SF,EK","PIMO","Y","",1,"10.6",1,2.96,"0","0",NA,NA,NA,NA,NA,0,0,NA,NA,1,"","","10.6",15.49,15.2166666666667,13.7333333333333,13.25,17.75,19,17.5,26,21,88.2026,0.0882026,3.47590639974733,"TOI53335",3.8875934496262,0,0,NA,1,342.89585,48.9180104797645,4,3411.39805,180.677334831962,"L",0,0
"1552",10,"WHIS25360","WHIS2536010","7/20/2015","SF,JV,EK","PIMO","Y","",1,"10.6",1,5.27,"0","0","PSF","IPS","PTB",NA,NA,0,15,NA,NA,1,"","","10.6",13.2285714285714,4.5,8.7,7.2,NA,NA,NA,NA,NA,88.2026,0.0882026,2.05158388545391,"WHIS253604",3.55998576005696,0,0,NA,8,1496.4612,240.630903597107,14,3891.1979,257.170251352185,"L",5,-10
"1554",21,"SS452360","SS45236021","9/12/2015","PW,SF","JUOS","Y","",2,"7.6,7.4",1.5,1.47,NA,NA,NA,NA,NA,NA,NA,0,5,NA,NA,1,"","","7.6",7.4,19.2,NA,NA,NA,NA,NA,NA,NA,88.3282,0.0883282,2.31213357581726,"SS45236020",4.45929612513331,0,0,NA,2,1290.697,162.514090760661,3,1474.45765,87.0717854382263,"L",0,-5
"1555",5,"DES1014360","DES10143605","5/26/2015","SF,JV","PIMO","Y","",1,"10.7",1.4,2.07,"0","0","PMB",NA,NA,NA,NA,0,70,NA,NA,1,"","","10.7",23.2,19.5,NA,NA,NA,NA,NA,NA,NA,89.87465,0.08987465,2.96496299397897,"DES10143606",1.56834658048738,0,0,NA,5,1515.8193,221.573203792599,7,1625.4053,111.306924548193,"L",35,-35
"1556",12,"DES105360","DES10536012","9/19/2014","SF, PW","PIMO","Y","",1,"10.7",1,3.39,"0","0",NA,NA,NA,NA,NA,0,0,NA,NA,1,"","","10.7",5.1,NA,NA,NA,NA,NA,NA,NA,NA,89.87465,0.08987465,0.132759266233745,"DES10536057",0.0385186479168486,3,233.2549,178.433639432497,8,1087.4762,186.246546100972,11,1493.4939,113.70823158315,"L",0,0
"1557",7,"SHO424","SHO4247","6/17/2015","SF, JV ","PIMO","Y","",2.16666666666667,"19.7",2,6,"0","0","PTB",NA,NA,NA,NA,0,20,NA,NA,1,"","","19.7",18.8666666666667,9.1,NA,NA,NA,NA,NA,NA,NA,304.65065,0.30465065,3.20233083663788,"SHO4246",0.389832255404674,0,0,NA,4,1346.76955,192.826096378602,10,4556.69735,273.140029360343,"L",10,-10
"1558",40,"DIA333240","DIA33324040","6/28/2015","JV, EK","PIMO","Y","",2.5,"20.1",1.33333333333333,4.92,"","",NA,NA,NA,NA,NA,0,20,NA,NA,1,"","","20.1",14.1,8.2,NA,NA,NA,NA,NA,NA,NA,317.14785,0.31714785,1.36503247235039,"DIA33324038",0.333061062844979,1,105.6296,76.0587284457882,2,636.5431,92.1565785502621,8,4276.23485,248.373778370894,"L",10,-10
"1561",13,"ROB926240","ROB92624013","8/1/2015","SF, JV","JUOS","Y","",1,"10.7",NA,4.32,NA,NA,NA,NA,NA,NA,NA,0,20,NA,NA,1,"","","10.7",19.55,NA,NA,NA,NA,NA,NA,NA,NA,89.87465,0.08987465,1.20553443915473,"ROB92624016",12.2520744169796,2,1940.54355,901.722768837954,4,3573.46915,421.951660317428,5,3769.43655,204.56295833231,"L",30,10
"1562",51,"SPR1575240","SPR157524051","8/12/2015","JV, EK, SF","PIMO","Y","",1,"21",1,5.97,"0","5","PTB",NA,NA,NA,NA,0,20,NA,NA,1,"","","21",16,20.4,10.4,NA,NA,NA,NA,NA,NA,346.185,0.346185,2.55668744117634,"SPR157524052",0.315736961451247,0,0,NA,2,729.14725,102.769383910097,7,2267.9906,145.42114007256,"L",15,-5
"1563",66,"SPR1620","SPR162066","7/16/2014","PW, AU, TD","JUOS","Y","",1,"10.7",2.125,1.81,"0","0",NA,NA,NA,NA,NA,0,5,NA,NA,1,"","","10.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,89.87465,0.08987465,1.82929076686351,"SPR162063",5.0310070748537,1,452.16,244.305379925523,7,3505.77491,464.084584637125,10,5121.935285,300.012557813362,"L",10,5
"1564",58,"SS256240","SS25624058","8/16/2014","PW,MR,TD,SF,AU","PIMO","Y","",1,"10.7",NA,3.19,"0","0","PNS",NA,NA,NA,NA,0,10,NA,NA,1,"","","10.7",7.52,4.6,NA,NA,NA,NA,NA,NA,NA,89.87465,0.08987465,2.2802690721499,"SS25624027",4.62049087256529,0,0,NA,3,1454.8876,193.822045390288,6,2493.2699,152.198653169231,"L",0,-10
"1565",21,"TOI1596120","TOI159612021","7/30/2015","SF,JV","PIMO","Y","",1,"10.7",1.26666666666667,4.15,"0","0","PNS","PSF",NA,NA,NA,0,70,NA,NA,1,"","","10.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,89.87465,0.08987465,0.284175471232006,"TOI159612020",6.55742859638396,2,658.7092,378.89269316572,5,1901.34065,265.762236187337,15,6349.22915,386.171488579425,"L",40,-30
"1566",25,"WHIS25","WHIS2525","7/19/2015","JV, EK","JUOS","Y","",1,"10.7",1,3.74,NA,NA,NA,NA,NA,NA,NA,0,5,NA,NA,1,"","","10.7",15.5,25.2,NA,NA,NA,NA,NA,NA,NA,89.87465,0.08987465,0.897617416908185,"WHIS2524",3.5287798060966,5,890.87295,578.541905383394,10,1397.0959,237.982562797934,17,3140.55735,224.998768198983,"L",0,-5
"1567",35,"WHIS25120","WHIS2512035","7/20/2015","EK,JV,SF","JUOS","Y","",1,"10.7",1,4.2,NA,NA,NA,NA,NA,NA,NA,0,15,NA,NA,1,"","","10.7",7,NA,NA,NA,NA,NA,NA,NA,NA,89.87465,0.08987465,1.07853937305662,"WHIS2512034",3.88863656214517,2,507.77725,307.480293506271,4,749.7221,120.507880039752,9,4331.9911,256.875827320781,"L",5,-10
"1570",113,"ROB938360","ROB938360113","7/16/2015","SF,EK","JUOS","Y","",2,"9.5,5",1.76470588235294,2.64,NA,NA,NA,NA,NA,NA,NA,0,60,NA,NA,1,"","","9.5",5,8.95714285714286,12.5,NA,NA,NA,NA,NA,NA,90.47125,0.09047125,0.651742987887885,"ROB938360119",5.910715835141,5,1338.2523,801.963140631318,14,3108.34095,483.187427707005,26,5752.6841,397.714946302434,"L",45,-15
"1572",10,"SHO446360","SHO44636010","6/15/2015","JV, EK ","PIMO","Y","",3,"5.5, 6.1, 7 ",1,2.12,"","",NA,NA,NA,NA,NA,0,0,NA,NA,1,"","","5.5",6.1,7,NA,NA,NA,NA,NA,NA,NA,91.4211,0.0914211,0.562860670316885,"SHO44636011",1.21595397561394,1,111.16385,79.2404368093333,4,459.733583522727,81.3896526349697,10,3526.65793352273,222.370748165997,"L",0,0
"1573",13,"DIA333240","DIA33324013","6/28/2015","JV, EK","PIMO","Y","",2.5,"21.3",1.33333333333333,4.47,"","8",NA,NA,NA,NA,NA,0,20,NA,NA,1,"","","21.3",14.1,8.2,NA,NA,NA,NA,NA,NA,NA,356.14665,0.35614665,2.73733722502941,"DIA33324057",0.0793493354493156,0,0,NA,3,655.26305,102.189465403813,10,3671.288,229.660014988855,"L",5,-15
"1576",7,"RAV339120","RAV3391207","6/23/2015","EK, JV ","JUOS","Y","",1.9,"10.8",1.02941176470588,2.51,"","",NA,NA,NA,NA,NA,0,25,NA,NA,1,"","","10.8",12.6058333333333,NA,NA,NA,NA,NA,NA,NA,NA,91.5624,0.0915624,1.38332060892677,"RAV3391205",4.07441700960219,1,373.0634,209.371064007592,3,688.2723,106.300468517433,5,3467.2508,191.294869960826,"L",5,-20
"1580",108,"ROB938240","ROB938240108","7/15/2015","SF, JV, EK","JUOS","Y","",1,"10.8",1.58064516129032,2.93,NA,NA,NA,NA,NA,NA,NA,0,10,NA,NA,1,"","","10.8",8.92083333333333,7.55,5.95,NA,NA,NA,NA,NA,NA,91.5624,0.0915624,0.398758715877453,"ROB938240109",1.51654663923182,4,544.70365,373.023820394377,10,3342.7812,479.289293471932,19,4398.23725,301.37243953395,"L",40,30
"1582",47,"ROB938360","ROB93836047","7/16/2015","SF,EK","PIMO","Y","",1,"10.8",1.76470588235294,1.86,"0","0","PTB","PSF",NA,NA,NA,0,10,NA,NA,1,"","","10.8",9.31176470588235,8.95714285714286,12.5,NA,NA,NA,NA,NA,NA,91.5624,0.0915624,1.23371170669561,"ROB93836045",1.05804183813443,4,243.6797,195.609735598303,7,1470.10465,231.049446016294,18,5080.249,334.739998902286,"L",10,0
"1583",107,"ROB938360","ROB938360107","7/16/2015","SF,EK","PIMO","Y","",1,"10.8",1.76470588235294,3.85,"0","0","PTB",NA,NA,NA,NA,0,45,NA,NA,1,"","","10.8",9.31176470588235,8.95714285714286,12.5,NA,NA,NA,NA,NA,NA,91.5624,0.0915624,1.62138596376985,"ROB938360160",2.05975651577503,2,301.63625,202.441733565436,12,2265.78475,363.66571490111,19,4069.3929,283.152198207819,"L",45,0
"1584",30,"SPR1620120","SPR162012030","3/21/2015","SF,PW","PIMO","Y","",1,"10.8",1.35,2.35,"0","0","PTB","PNS",NA,NA,NA,4,35,NA,NA,1,"","","10.8",21.76,25.2,16.6,14.3,NA,NA,NA,NA,NA,91.5624,0.0915624,0.958070928211853,"SPR162012029",2.41975308641975,2,246.176,171.984455335801,4,492.89365,86.068137865035,6,2063.05065,130.736735960065,"L",0,-35
"1585",6,"SS256240","SS2562406","8/16/2014","PW,MR,TD,SF,AU","JUOS","Y","",1,"10.8",NA,2.34,"0","0",NA,NA,NA,NA,NA,0,10,NA,NA,1,"","","10.8",7.52,4.6,NA,NA,NA,NA,NA,NA,NA,91.5624,0.0915624,0.240086205478282,"SS25624064",0.0991083676268862,3,215.31765,167.335829233678,4,538.8083,92.4451119447207,9,789.45095,65.5216625548213,"L",0,-10
"1586",5,"SS256360","SS2563605","8/15/2014","PW, SF, AU, MR, SF","PIMO","Y","",1,"10.8",2,3.4,"0","0",NA,NA,NA,NA,NA,0,5,NA,NA,1,"","","10.8",13.2333333333333,10,9.4,NA,NA,NA,NA,NA,NA,91.5624,0.0915624,1.45162530018493,"SS2563604",2.74699931412894,1,251.52185,152.588956337896,3,804.1069,120.433375890171,9,3245.57465,203.747826982084,"L",0,-5
"1587",8,"SS32360","SS323608","8/14/2014","PW, SF, AU","PIMO","N","",1,"10.8",1.22222222222222,2.81,"0","0","IPS",NA,NA,NA,NA,0,100,NA,NA,1,"","","10.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,91.5624,0.0915624,1.52912210947191,"SS3236011",7.51165980795611,1,687.7856,342.071730045678,4,1508.14724,211.158734020455,9,4380.99604,259.205191250541,"D",100,0
"1588",16,"TOI1577","TOI157716","10/2/2015","PW,SF","PIMO","Y","",1,"10.8",1,3.46,"0","0","PSF","PNS","PTB",NA,NA,0,0,NA,NA,1,"","","10.8",12.6666666666667,4.3,NA,NA,NA,NA,NA,NA,NA,91.5624,0.0915624,1.51885617811777,"TOI157715",2.46176268861454,1,225.4049,139.737889257418,2,237.9649,41.841392134569,4,788.66595,55.7804652968729,"L",0,0
"1589",39,"TOI533","TOI53339","7/10/2015","PW,SF,EK","JUOS","Y","",1,"10.8",1,2.35,NA,NA,NA,NA,NA,NA,NA,0,15,NA,NA,1,"","","10.8",15.49,15.2166666666667,13.7333333333333,13.25,17.75,19,17.5,26,21,91.5624,0.0915624,2.73288819077458,"TOI53340",0.663923182441701,0,0,NA,2,437.28425,68.1816487455138,7,5694.64905,304.4301634293,"L",20,5
"1592",13,"WHIS25","WHIS2513","7/19/2015","JV, EK","JUOS","Y","",1,"10.8",1,2.91,NA,NA,NA,NA,NA,NA,NA,0,40,NA,NA,1,"","","10.8",15.5,25.2,NA,NA,NA,NA,NA,NA,NA,91.5624,0.0915624,0.963833726988157,"WHIS2512",0.840277777777778,5,1324.9544,795.561782039842,8,2145.0596,321.248758977514,15,5451.59735,341.709402770943,"L",5,-35
"1594",8,"DES1014","DES10148","5/25/2015","SF,JV","PIMO","Y","",1,"10.9",1,4.49,"0","0","IPS","PTB",NA,NA,NA,3,60,NA,NA,1,"","","10.9",31.4,NA,NA,NA,NA,NA,NA,NA,NA,93.26585,0.09326585,0.795254651920061,"DES101466",0.05260499957916,1,4.90625,6.47720588488029,5,777.16916,129.62429532781,10,3078.19457930556,199.377512963569,"L",5,-55
"1595",28,"DES1014120","DES101412028","5/27/2015","PW,SF,JV,EK","PIMO","Y","",1,"10.9",1,4.02,"","","PTB","PNS",NA,NA,NA,1,15,NA,NA,1,"","","10.9",13.175,10.95,11.6,13.4,NA,NA,NA,NA,NA,93.26585,0.09326585,1.78964268608926,"DES101412063",3.03846477569228,1,283.385,167.916555687426,4,1150.47245,169.926500837515,10,1885.6328,134.546659887414,"L",15,0
"1596",7,"DES105360","DES1053607","9/19/2014","SF, PW","PIMO","N","",1,"10.9",1,1.65,"0","0","IPS","RTB","PMB",NA,NA,0,100,NA,NA,1,"","","10.9",5.1,NA,NA,NA,NA,NA,NA,NA,NA,93.26585,0.09326585,1.89201578040262,"DES1053609",1.99612827203097,1,186.1706,119.857370264522,3,361.0843,63.345161954195,7,1115.27305,82.271394956911,"D",100,0
"1597",7,"DIA248","DIA2487","6/24/2015","SF, JV","CELE","Y","",2,"10.9",2,3.02,"","",NA,NA,NA,NA,NA,0,15,NA,NA,1,"","","10.9",33.6,NA,NA,NA,NA,NA,NA,NA,NA,93.26585,0.09326585,4.88129655844179,"DIA2488",0.84167999326656,0,0,NA,0,0,NA,2,158.57785,13.4266178965087,"L",5,-10
"1598",15,"DIA248360","DIA24836015","6/26/2015","SF, JV ","PIMO","Y","",2,"10.9",NA,3.83,"1","0",NA,NA,NA,NA,NA,0,0,NA,NA,1,"","","10.9",22.8,NA,NA,NA,NA,NA,NA,NA,NA,93.26585,0.09326585,0.498196564949224,"DIA24836016",1.44440703644474,1,134.71385,92.4515969730104,2,1282.6429,161.699767231195,4,1793.097,107.830709753155,"L",0,0
"1599",16,"FC795360","FC79536016","6/6/2015","EK, JV ","JUOS","Y","",2.33333333333333,"10.9",3.2,2.6,"","",NA,NA,NA,NA,NA,0,5,NA,NA,1,"","","10.9",18.3,6,NA,NA,NA,NA,NA,NA,NA,93.26585,0.09326585,4.74686052224934,"FC79536017",5.95539096035687,0,0,NA,0,0,NA,2,2307.3348,115.124636677198,"L",5,0
